SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
MLS Listing,Townhouse,14592 Twin Lakes Cir,Burnsville,MN,55306,445000,3,3,The Reserve at Twin Lakes,1831,2068,2022,19,243,220,https://www.redfin.com/MN/Burnsville/14592-Twin-Lakes-Cir-55306/home/177587822,NORTHSTARMLS,6156417,44.7378715,-93.2802023
MLS Listing,Townhouse,1205 Hawthorne Ct,Northfield,MN,55057,235000,3,2,Northfield,1403,1742,2000,19,167,237,https://www.redfin.com/MN/Northfield/1205-Hawthorne-Ct-55057/home/50766699,NORTHSTARMLS,6154177,44.472257,-93.179819
MLS Listing,Townhouse,14600 Twin Lakes Cir,Burnsville,MN,55306,410000,3,3,The Reserve at Twin Lakes,1877,1650,2021,19,218,220,https://www.redfin.com/MN/Burnsville/14600-Twin-Lakes-Cir-55306/home/176360585,NORTHSTARMLS,6156414,44.7378642,-93.2800024
MLS Listing,Townhouse,18353 Gladden Ln,Lakeville,MN,55044,440000,3,3,Lakeville,1800,1785,2019,19,244,197,https://www.redfin.com/MN/Lakeville/18353-Gladden-Ln-55044/home/145319097,NORTHSTARMLS,6156391,44.6830657,-93.2195125
MLS Listing,Single Family Residential,13590 Blackbird Way,Rosemount,MN,55068,564500,4,3,Rosemount,2373,7881,2022,19,238,,https://www.redfin.com/MN/Rosemount/13590-Blackbird-WAY-55068/home/178417693,NORTHSTARMLS,6156251,44.75189461,-93.1110577
MLS Listing,Multi-Family (2-4 Unit),3XX South Street W St W Unit A,South Saint Paul,MN,55075,349000,2,2,South Street Flats,1158,3920,2022,19,301,210,https://www.redfin.com/MN/South-St-Paul/3XX-South-Street-W-ST-W-55075/unit-A/home/178417511,NORTHSTARMLS,6156204,44.86560472,-93.03878616
MLS Listing,Townhouse,4704 Anne Pt,Eagan,MN,55122,250000,2,2,Eagan,1112,3179,1980,20,225,210,https://www.redfin.com/MN/Eagan/4704-Anne-Pt-55122/home/50714732,NORTHSTARMLS,6156199,44.786297,-93.188359
MLS Listing,Single Family Residential,18157 Greyhaven Path,Lakeville,MN,55044,499000,4,3,Lakeville,1918,8842,2018,20,260,64,https://www.redfin.com/MN/Lakeville/18157-Greyhaven-Path-55044/home/113769253,NORTHSTARMLS,6156312,44.6867546,-93.2254892
MLS Listing,Single Family Residential,20595 Roe Ave,Welch,MN,55089,499000,2,2,Welch,1612,238403,1980,20,310,,https://www.redfin.com/MN/Welch/20595-Roe-Ave-55089/home/50751859,NORTHSTARMLS,6155047,44.649685,-92.738521
MLS Listing,Single Family Residential,5889 178th St W,Lakeville,MN,55024,559900,3,3,Lakeville,2331,8276,2022,20,240,,https://www.redfin.com/MN/Farmington/5889-178th-St-W-55024/home/178414662,NORTHSTARMLS,6156277,44.6916853,-93.1876731
MLS Listing,Single Family Residential,1770 Dodd Rd,Mendota Heights,MN,55118,1599500,4,3,Mendota Heights,4007,33541,2022,20,399,,https://www.redfin.com/MN/Mendota-Heights/1770-Dodd-Rd-55118/home/50747115,NORTHSTARMLS,6156239,44.8918733,-93.119205
MLS Listing,Single Family Residential,1019 Smith Ave S,West Saint Paul,MN,55118,309000,3,2,West Saint Paul,1485,6534,1932,20,208,,https://www.redfin.com/MN/West-St-Paul/1019-Smith-Ave-S-55118/home/50763024,NORTHSTARMLS,6156081,44.9154055,-93.1021076
MLS Listing,Single Family Residential,19774 Henning Ave,Lakeville,MN,55044,835900,5,5,Lakeville,4801,12196,2022,20,174,,https://www.redfin.com/MN/Lakeville/19774-Henning-Ave-55044/home/178412581,NORTHSTARMLS,6155996,44.6640107,-93.2327123
MLS Listing,Single Family Residential,17879 Hamburg Ave,Lakeville,MN,55044,584000,4,3,Lakeville,2545,4486,2021,21,229,160,https://www.redfin.com/MN/Lakeville/17879-Hamburg-Ave-55044/home/172759961,NORTHSTARMLS,6155637,44.6926676,-93.2262744
MLS Listing,Single Family Residential,778 Summerbrooke Ct,Eagan,MN,55123,724900,4,3,Eagan,2407,8712,2022,22,301,,https://www.redfin.com/MN/Eagan/778-Summerbrooke-Ct-55123/home/170460764,NORTHSTARMLS,6155028,44.8050078,-93.1250935
MLS Listing,Single Family Residential,12554 Ardmore Ave,Rosemount,MN,55068,567115,4,3,Meadow Ridge,2692,9147,2022,23,211,13,https://www.redfin.com/MN/Rosemount/12554-Ardmore-AVE-55068/home/176755278,NORTHSTARMLS,6154932,44.7642,-93.0877
MLS Listing,Single Family Residential,16409 Duluth Trl,Lakeville,MN,55044,947910,5,5,Spirit of Brandtjen Farm,4641,10018,2022,24,204,95,https://www.redfin.com/MN/Lakeville/16409-Duluth-Trl-55044/home/178364107,NORTHSTARMLS,6154854,44.7114024,-93.1614828
MLS Listing,Single Family Residential,17817 Graphite Ln,Lakeville,MN,55044,519498,2,2,Summer Creek,1773,4486,2022,24,293,160,https://www.redfin.com/MN/Lakeville/17817-Graphite-Ln-55044/home/172759942,NORTHSTARMLS,6154839,44.6931423,-93.2237198
MLS Listing,Single Family Residential,7446 Upper 164th St W,Lakeville,MN,55068,393600,5,3,Lakeville,2721,11325,1969,24,145,,https://www.redfin.com/MN/Rosemount/7446-Upper-164th-St-W-55068/home/49974034,NORTHSTARMLS,6154774,44.7103763,-93.2165382
MLS Listing,Single Family Residential,17849 Graphite Ln,Lakeville,MN,55044,489322,3,2,Summers Creek,1689,4486,2022,24,290,160,https://www.redfin.com/MN/Lakeville/17849-Graphite-Ln-55044/home/172759947,NORTHSTARMLS,6154776,44.6929536,-93.2245191
MLS Listing,Single Family Residential,5982 133rd Street Ct,Apple Valley,MN,55124,483000,4,3,Apple Valley,2170,35632,1977,25,223,,https://www.redfin.com/MN/Apple-Valley/5982-133rd-St-Ct-55124/home/50685203,NORTHSTARMLS,6154722,44.7527678,-93.1849875
MLS Listing,Single Family Residential,1910 Oak St,Hastings,MN,55033,312500,4,2,Hastings,1895,9104,1960,25,165,,https://www.redfin.com/MN/Hastings/1910-Oak-St-55033/home/50728486,NORTHSTARMLS,6154577,44.7258538,-92.8617823
MLS Listing,Single Family Residential,16393 Dryden Rd,Lakeville,MN,55044,992105,5,5,Spirit of Brandtjen Farm,4866,12196,2022,26,204,95,https://www.redfin.com/MN/Lakeville/16393-Dryden-Rd-55044/home/165266926,NORTHSTARMLS,6154244,44.7145028,-93.1608972
MLS Listing,Single Family Residential,13566 Blackbird Way,Rosemount,MN,55068,524900,3,2,Doolin Heights,1373,6969,2022,26,382,,https://www.redfin.com/MN/Rosemount/13566-N-Blackbird-WAY-55068/home/178325031,NORTHSTARMLS,6154118,44.73541,-93.131185
MLS Listing,Single Family Residential,909 Park Pl,Burnsville,MN,55337,415000,4,2,Burnsville,1914,12545,1980,26,217,,https://www.redfin.com/MN/Burnsville/909-Park-Pl-55337/home/50702828,NORTHSTARMLS,6154064,44.7467481,-93.2616826
MLS Listing,Townhouse,4426 Cinnamon Ridge Trl,Eagan,MN,55122,260000,4,2,Eagan,1538,9888,1987,26,169,120,https://www.redfin.com/MN/Eagan/4426-Cinnamon-Ridge-Trl-55122/home/50026787,NORTHSTARMLS,6153963,44.7955579,-93.2229742
MLS Listing,Townhouse,6578 154th St W #131,Apple Valley,MN,55124,270000,2,1,Apple Valley,1426,,2001,26,189,112,https://www.redfin.com/MN/Apple-Valley/6578-154th-St-W-55124/unit-131/home/50771861,NORTHSTARMLS,6153920,44.7256942,-93.2001726
MLS Listing,Single Family Residential,2808 Williams Dr,Burnsville,MN,55337,370000,3,3,Burnsville,1490,30230,1963,26,248,,https://www.redfin.com/MN/Burnsville/2808-Williams-Dr-55337/home/50690586,NORTHSTARMLS,6153901,44.7699469,-93.3162098
MLS Listing,Single Family Residential,18599 Hidden Way,Lakeville,MN,55044,599900,4,3,Redstone,2323,10454,2022,26,258,,https://www.redfin.com/MN/Lakeville/18599-Hidden-WAY-55044/home/178323990,NORTHSTARMLS,6153855,44.67966261,-93.23016299
MLS Listing,Single Family Residential,3592 76th Ln E,Inver Grove Heights,MN,55076,445045,2,2,South Grove,1742,6969,2022,27,255,,https://www.redfin.com/MN/Inver-Grove-Heights/3592-76th-Ln-E-55076/home/178481853,NORTHSTARMLS,6153639,44.838845,-93.034345
MLS Listing,Single Family Residential,18527 Hexham Ln,Lakeville,MN,55044,624900,3,3,Lakeville,2441,11761,2022,27,256,,https://www.redfin.com/MN/Lakeville/18527-Hexham-Way-55044/home/178317310,NORTHSTARMLS,6153668,44.6617724,-93.2341122
MLS Listing,Single Family Residential,7910 280th St W,Farmington,MN,55024,857000,5,4,Farmington,5026,175808,1991,28,171,,https://www.redfin.com/MN/Farmington/7910-280th-St-W-55024/home/50723539,NORTHSTARMLS,6153059,44.5431909,-93.2258818
MLS Listing,Single Family Residential,19790 Hamburg Ave,Lakeville,MN,55044,654900,3,3,Berres Ridge,2442,13503,2022,28,268,,https://www.redfin.com/MN/Lakeville/19790-Hamburg-Ave-55044/home/175118612,NORTHSTARMLS,6153277,44.659652,-93.2274926
MLS Listing,Single Family Residential,17944 Exeter Cir,Lakeville,MN,55024,659900,5,4,Lakeville,3207,12196,2022,28,206,,https://www.redfin.com/MN/Farmington/17944-Exeter-Ct-55024/home/178308446,NORTHSTARMLS,6153037,44.688108,-93.1861799
MLS Listing,Single Family Residential,8163 187th St W,Lakeville,MN,55044,521590,4,3,The Grove at Avonlea,2328,8712,2022,29,224,64,https://www.redfin.com/MN/Lakeville/8163-187th-St-W-55044/home/178119283,NORTHSTARMLS,6152877,44.6792761,-93.2309712
MLS Listing,Single Family Residential,18817 Hammond Dr,Lakeville,MN,55044,562685,4,3,The Grove at Avonlea,2185,8712,2022,29,258,64,https://www.redfin.com/MN/Lakeville/18817-Hammond-Dr-55044/home/178302329,NORTHSTARMLS,6152866,44.6777465,-93.2306976
MLS Listing,Single Family Residential,1413 Vince Trl,Eagan,MN,55121,784900,4,4,Eagan,2976,16117,2022,29,264,,https://www.redfin.com/MN/St-Paul/1413-Vince-Trl-55121/home/50677386,NORTHSTARMLS,6152545,44.8491981,-93.170043
MLS Listing,Single Family Residential,607 Watersedge Ter,Mendota Heights,MN,55120,895000,4,5,Mendota Heights,4460,17542,1991,29,201,,https://www.redfin.com/MN/Mendota-Heights/607-Watersedge-Ter-55120/home/50747445,NORTHSTARMLS,6152508,44.8701705,-93.1115466
MLS Listing,Single Family Residential,9862 189th St W,Lakeville,MN,55044,760927,4,4,Preserve of Lakeville,3272,12763,2022,30,233,,https://www.redfin.com/MN/Lakeville/9862-189th-St-W-55044/home/178295967,NORTHSTARMLS,6152411,44.6756013,-93.2653483
MLS Listing,Townhouse,2522 49th St E #7106,Inver Grove Heights,MN,55076,315000,2,2,Inver Grove Heights,1824,,2004,31,173,293,https://www.redfin.com/MN/Inver-Grove-Heights/2522-49th-St-E-55076/unit-7106/home/50671459,NORTHSTARMLS,6152277,44.876797,-93.051868
MLS Listing,Single Family Residential,2340 136th Ct W,Rosemount,MN,55068,899900,5,5,Doolin Heights,3959,10018,2022,32,227,,https://www.redfin.com/MN/Rosemount/2340-136th-St-W-55068/home/178288513,NORTHSTARMLS,6152149,44.7518959,-93.1522496
MLS Listing,Single Family Residential,4401 Slater Rd,Eagan,MN,55122,385000,3,2,Eagan,1540,8581,1985,32,250,,https://www.redfin.com/MN/Eagan/4401-Slater-Rd-55122/home/50015500,NORTHSTARMLS,6151720,44.796695,-93.2246058
MLS Listing,Single Family Residential,249 15th St,Farmington,MN,55024,489900,4,3,Sapphire Lake,2452,9583,2022,33,200,,https://www.redfin.com/MN/Farmington/249-15th-ST-Unknown/home/172071185,NORTHSTARMLS,6151667,44.64040908,-93.1250276
MLS Listing,Single Family Residential,1541 Spruce St,Farmington,MN,55024,613900,5,4,Sapphire Lake,3449,7840,2022,33,178,,https://www.redfin.com/MN/Farmington/1541-Spruce-St-55024/home/178271380,NORTHSTARMLS,6151657,44.639239,-93.122989
MLS Listing,Single Family Residential,225 15th St,Farmington,MN,55024,474900,5,3,Sapphire Lake,2707,10890,2022,33,175,,https://www.redfin.com/MN/Farmington/225-15th-St-55024/home/178270906,NORTHSTARMLS,6151635,44.640569,-93.1249904
MLS Listing,Single Family Residential,15255 Dupont Path,Apple Valley,MN,55124,463000,4,3,Apple Valley,2183,5270,1999,34,212,55,https://www.redfin.com/MN/Apple-Valley/15255-Dupont-Path-55124/home/49904979,NORTHSTARMLS,6151342,44.7282483,-93.1644944
MLS Listing,Single Family Residential,7075 182 St,Lakeville,MN,55044,690855,6,6,Glacier Creek,3910,9147,2022,34,177,,https://www.redfin.com/MN/Lakeville/7075-182nd-St-W-55044/home/178263540,NORTHSTARMLS,6151206,44.6851919,-93.2219601
MLS Listing,Single Family Residential,8718 Alvarado Trl,Inver Grove Heights,MN,55077,1995000,5,8,Inver Grove Heights,8887,274428,2005,34,224,,https://www.redfin.com/MN/Inver-Grove-Heights/8718-Alvarado-Trl-55077/home/50669609,NORTHSTARMLS,6141802,44.8233635,-93.0877175
MLS Listing,Single Family Residential,1460 142nd Ct E,Rosemount,MN,55068,679900,4,4,Rosemount,2680,13939,2022,35,254,,https://www.redfin.com/MN/Rosemount/1460-142nd-Ct-W-55068/home/178253599,NORTHSTARMLS,6150496,44.7426727,-93.0986576
MLS Listing,Single Family Residential,14341 Aspen Ave,Rosemount,MN,55068,545000,3,3,Rosemount,1968,10454,2020,35,277,,https://www.redfin.com/MN/Rosemount/14341-Aspen-AVE-55068/home/176210475,NORTHSTARMLS,6150481,44.74414242,-93.07703018
MLS Listing,Single Family Residential,1410 142nd Ct E,Rosemount,MN,55068,576200,4,3,Rosemount,2464,9147,2022,35,234,,https://www.redfin.com/MN/Rosemount/1410-142nd-Ct-W-55068/home/176353901,NORTHSTARMLS,6150366,44.7426727,-93.0986576
MLS Listing,Single Family Residential,1409 143rd St E,Rosemount,MN,55068,565000,4,3,Rosemount,2160,11194,2022,35,262,,https://www.redfin.com/MN/Rosemount/1409-143rd-St-E-55068/home/176994474,NORTHSTARMLS,6150362,44.7431657,-93.0818536
MLS Listing,Single Family Residential,17924 Greenwich Way,Lakeville,MN,55044,594900,2,2,Summers Creek,1796,4486,2022,36,331,160,https://www.redfin.com/MN/Lakeville/17924-Greenwich-Way-55044/home/178247692,NORTHSTARMLS,6150260,44.6906471,-93.2250393
MLS Listing,Townhouse,4840 Steeplechase Cir #11,Eagan,MN,55122,595000,3,3,Eagan,3046,,2007,38,195,505,https://www.redfin.com/MN/Eagan/4840-Steeplechase-Cir-55122/unit-11/home/49933504,NORTHSTARMLS,6149547,44.7798824,-93.1687884
MLS Listing,Townhouse,2107 Cedar Grove Trl #103,Eagan,MN,55122,340000,2,3,Eagan,1730,,2005,38,197,289,https://www.redfin.com/MN/Eagan/2107-Cedar-Grove-Trl-55122/unit-103/home/50673311,NORTHSTARMLS,6149571,44.8140686,-93.212397
MLS Listing,Single Family Residential,16219 Hawthorn Path,Lakeville,MN,55044,650000,5,4,Lakeville,4180,20647,2003,38,156,10,https://www.redfin.com/MN/Lakeville/16219-Hawthorn-Path-55044/home/49917256,NORTHSTARMLS,6149577,44.7140941,-93.2385848
MLS Listing,Single Family Residential,XXXX Fallbrooke Dr,Hastings,MN,55033,555900,4,4,Heritage Ridge,2196,13068,2022,39,253,36,https://www.redfin.com/MN/Hastings/Fallbrooke-Dr-55033/home/177015052,NORTHSTARMLS,6149521,44.72463024,-92.89396396
MLS Listing,Single Family Residential,1816 Fallbrooke Dr,Hastings,MN,55033,564900,3,3,Heritage Ridge,2658,7226,2021,39,213,172,https://www.redfin.com/MN/Hastings/1816-Fallbrooke-Dr-55033/home/174793557,NORTHSTARMLS,6149256,44.7248982,-92.8932015
MLS Listing,Single Family Residential,25 Sunny Side Ln,Sunfish Lake,MN,55118,2225000,6,6,Sunfish Lake,7952,153766,1990,39,280,,https://www.redfin.com/MN/St-Paul/25-Sunnyside-Ln-55118/home/50761063,NORTHSTARMLS,6149380,44.876422,-93.092212
MLS Listing,Single Family Residential,1811 Fallbrooke Dr,Hastings,MN,55033,634900,5,5,Heritage Ridge,3352,8668,2021,39,189,36,https://www.redfin.com/MN/Hastings/1811-Fallbrooke-Dr-55033/home/174787894,NORTHSTARMLS,6149246,44.7243295,-92.8932116
MLS Listing,Townhouse,7605 Cody Ln E,Inver Grove Heights,MN,55076,385650,3,3,South Grove,1932,,2022,40,200,208,https://www.redfin.com/MN/Inver-Grove-Heights/7605-Cody-Ln-55076/home/178311986,NORTHSTARMLS,6148648,44.838845,-93.034345
MLS Listing,Single Family Residential,3564 76th Ln E,Inver Grove Heights,MN,55076,448695,2,2,South Grove,1734,6534,2022,40,259,,https://www.redfin.com/MN/Inver-Grove-Heights/3564-76th-Ln-E-55076/home/178481854,NORTHSTARMLS,6148500,44.838845,-93.034345
MLS Listing,Single Family Residential,19715 Java Path,Lakeville,MN,55044,435000,4,2,Lakeville,2012,7753,1972,40,216,,https://www.redfin.com/MN/Lakeville/19715-Java-Path-55044/home/49896256,NORTHSTARMLS,6148705,44.663944,-93.2744539
MLS Listing,Single Family Residential,13997 Ashford Path,Rosemount,MN,55068,590000,5,4,Rosemount,2871,11064,2017,40,206,,https://www.redfin.com/MN/Rosemount/13997-Ashford-Path-55068/home/113771076,NORTHSTARMLS,6148674,44.7477781,-93.0866213
MLS Listing,Single Family Residential,14909 Oak Ridge Ct W,Burnsville,MN,55306,515000,3,4,Burnsville,2994,10846,1995,40,172,,https://www.redfin.com/MN/Burnsville/14909-Oak-Ridge-Ct-W-55306/home/50055957,NORTHSTARMLS,6148662,44.7333493,-93.2918872
MLS Listing,Single Family Residential,16978 Galleon Cir,Lakeville,MN,55068,579495,4,3,Lakeville,2214,13068,2022,41,262,,https://www.redfin.com/MN/Rosemount/16978-Galleon-Cir-55068/home/50093092,NORTHSTARMLS,6147113,44.7034032,-93.2059602
MLS Listing,Single Family Residential,17829 Embers Ave,Lakeville,MN,55044,499900,5,3,Pheasant Run 7th,2528,8712,2022,41,198,,https://www.redfin.com/MN/Lakeville/17829-Embers-AVE-55044/home/178205699,NORTHSTARMLS,6148253,44.69245124,-93.17182457
MLS Listing,Single Family Residential,4009 Haven Woods Ct,Eagan,MN,55123,1600000,4,3,Wood Haven,3730,15246,2022,42,429,,https://www.redfin.com/MN/Eagan/4009-Woods-Ct-55122/home/174684325,NORTHSTARMLS,6146687,44.81250837,-93.11526319
MLS Listing,Single Family Residential,13642 Applewood Trl,Rosemount,MN,55068,460110,3,2,Caramore Crossing,1749,7405,2021,43,263,165,https://www.redfin.com/MN/Rosemount/13642-Applewood-TRL-55068/home/178115281,NORTHSTARMLS,6147653,44.75406746,-93.08902913
MLS Listing,Single Family Residential,18750 Hancock Ave,Lakeville,MN,55044,493200,4,4,The Grove at Avonlea,1870,8712,2021,43,264,64,https://www.redfin.com/MN/Lakeville/18766-Hancock-AVE-55044/home/176557466,NORTHSTARMLS,6147643,44.67862338,-93.2307412
MLS Listing,Single Family Residential,,Lakeville,MN,55044,547810,4,4,,2645,9147,2021,43,207,64,https://www.redfin.com/MN/Lakeville/Undisclosed-address-55044/home/178114146,NORTHSTARMLS,6147189,44.67882461,-93.22806746
MLS Listing,Single Family Residential,13401 Ardroe Ave,Rosemount,MN,55068,514274,2,2,Caramore Crossing,1749,12632,2021,44,294,165,https://www.redfin.com/MN/Rosemount/13401-Ardroe-Ave-55068/home/176344280,NORTHSTARMLS,6147208,44.7618419,-93.0888872
MLS Listing,Condo/Co-op,7070 153rd St W #313,Apple Valley,MN,55124,62705,1,2,Apple Valley,1069,,2018,46,59,1875,https://www.redfin.com/MN/Apple-Valley/7070-153rd-St-W-55124/unit-313/home/172752012,NORTHSTARMLS,6146840,44.7267837,-93.208992
MLS Listing,Single Family Residential,19814 Hamburg Ave,Lakeville,MN,55044,639900,3,3,Berres Ridge,2438,11325,2022,46,262,,https://www.redfin.com/MN/Lakeville/19814-Hamburg-Ave-55044/home/177992616,NORTHSTARMLS,6146844,44.6870702,-93.2270188
MLS Listing,Townhouse,1591 Four Oaks Rd,Eagan,MN,55121,290000,2,2,Eagan,1515,1742,1982,46,191,255,https://www.redfin.com/MN/Eagan/1591-Four-Oaks-Rd-55121/home/50708454,NORTHSTARMLS,6146465,44.843221,-93.179812
MLS Listing,Single Family Residential,1301 Orchard Dr,Burnsville,MN,55306,361000,3,2,Burnsville,1805,15986,1963,47,200,,https://www.redfin.com/MN/Burnsville/1301-Orchard-Dr-55306/home/50084826,NORTHSTARMLS,6146551,44.7294462,-93.2958779
MLS Listing,Single Family Residential,13634 Applewood Trl,Rosemount,MN,55068,493575,3,2,Rosemount,1866,9583,2021,47,265,165,https://www.redfin.com/MN/Rosemount/13634-Applewood-TRL-55068/home/177961881,NORTHSTARMLS,6146487,44.75456254,-93.08845689
MLS Listing,Condo/Co-op,12812 Nicollet Ave #302,Burnsville,MN,55337,115000,2,1,Burnsville,950,,1970,47,121,450,https://www.redfin.com/MN/Burnsville/12812-Nicollet-Ave-55337/unit-302/home/50690126,NORTHSTARMLS,6134997,44.7690896,-93.280206
MLS Listing,Townhouse,13582 Bronze Pkwy,Rosemount,MN,55068,275000,2,2,Rosemount,1082,784,2010,47,254,210,https://www.redfin.com/MN/Rosemount/13582-Bronze-Pkwy-55068/home/50084297,NORTHSTARMLS,6146391,44.7531169,-93.120917
MLS Listing,Single Family Residential,18397 Everest Path,Farmington,MN,55024,475000,4,3,Farmington,2574,12850,1998,47,185,,https://www.redfin.com/MN/Farmington/18397-Everest-Path-55024/home/50722335,NORTHSTARMLS,6146378,44.6820733,-93.1865763
MLS Listing,Single Family Residential,19852 Iberis Ave,Lakeville,MN,55044,561000,4,3,Lakeville,2727,9801,2013,47,206,,https://www.redfin.com/MN/Lakeville/19852-Iberis-Ave-55044/home/50226771,NORTHSTARMLS,6146353,44.6623356,-93.2492092
MLS Listing,Single Family Residential,7830 Adler Trl,Inver Grove Heights,MN,55076,547000,4,4,Inver Grove Heights,2405,,2022,47,227,66,https://www.redfin.com/MN/INVER-GROVE/7830-Adler-TRL-55076/home/177958535,NORTHSTARMLS,6146265,44.83543063,-93.0767363
MLS Listing,Single Family Residential,17862 Hamburg Ave,Lakeville,MN,55044,495000,2,2,Lakeville,1592,,2022,48,311,160,https://www.redfin.com/MN/Lakeville/17862-Hamburg-Ave-55044/home/172759923,NORTHSTARMLS,6146109,44.6920259,-93.2256462
MLS Listing,Single Family Residential,19231 Colonial Trl,Farmington,MN,55024,549490,3,3,North Creek,2938,8276,2021,48,187,166,https://www.redfin.com/MN/Farmington/19231-Colonial-TRL-Unknown/home/174667906,NORTHSTARMLS,6146113,44.67108381,-93.14026057
MLS Listing,Townhouse,5048 217th St W,Farmington,MN,55024,470000,2,2,Vita Attiva at South Creek,1481,6534,2022,50,317,269,https://www.redfin.com/MN/Farmington/5048-217th-ST-W-55024/home/177945298,NORTHSTARMLS,6145205,44.63657854,-93.16887358
MLS Listing,Townhouse,5016 217th St W,Farmington,MN,55024,535000,3,3,Vita Attiva At South Creek,1830,6534,2022,50,292,269,https://www.redfin.com/MN/Farmington/5016-217th-ST-W-55024/home/177945297,NORTHSTARMLS,6145276,44.63662946,-93.16949392
MLS Listing,Townhouse,5032 217th St W,Farmington,MN,55024,510000,2,2,Vita Attiva at South Creek,1503,6534,2022,50,339,269,https://www.redfin.com/MN/Farmington/5032-217th-ST-W-55024/home/177945295,NORTHSTARMLS,6145228,44.63654018,-93.16877151
MLS Listing,Townhouse,4908 Steeplechase Ct #38,Eagan,MN,55122,617000,4,4,Eagan,4050,,2006,50,152,442,https://www.redfin.com/MN/Eagan/4908-Steeplechase-Ct-55122/unit-38/home/49923385,NORTHSTARMLS,6145450,44.78019,-93.16994
